date,arima_forecast,prophet_forecast
2023-01-08,159.49537885118625,166.42871278150298
2023-01-09,155.00025213188488,172.75034055100437
2023-01-10,159.49512673344267,179.0719683205058
2023-01-11,155.00050423548797,185.39359609000718
2023-01-12,159.49487464397933,191.71522385950863
